,dart_AdvertisingExpenses,dart_AllowanceForOtherDoubtfulAccounts,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsFromGovernmentGrants,dart_GainsFromRedemptionOfBondsFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfForeignExchangeForwardFiancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_ReversalsOfAllowanceForOtherDoubtfulAccounts,dart_SalariesWages,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DifferenceBetweenCarryingAmountOfNoncashAssetsDistributedAndCarryingAmountOfDividendsPayable,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs-full_GainsLossesOnNetMonetaryPosition,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossAttributableToAbstract,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,ifrs-full_ProfitLossAttributableToOwnersOfParent,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromSaleOfGoods
[294870],,,,,,,,"676,484,634,316","700,467,366,111",,,,,,,,,"23,982,731,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,792,192,872",,"31,129,093,172",,,"1,537,984,605","4,126,482,006",,,,,,,"813,173,161,366",,,,,,,"20,229,130,619",,,,,,,"42,383,381,482",,,,,,,,,,,,,,,,0,,,,,,,,,,,"1,721","1,721",,"731,596,459,283",,"1,721","1,721",,,,"40,169,878","1,177,803,382",,,,"139,834,236,973","26,345,287,541","38,028,404,271","75,632,940,672",,,"75,632,940,672","101,978,228,213",,,"871,430,696,256","833,402,291,985",,
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"577,201,643",,,,,"19,566,808","1,554,719,802",,,,,,,,,,,,,,,,,,,,,"7,445,894,510",,,,,,,,,,,,,,,,"2,776,834",,,,,,,,,,,-106,,,"154,139,042,209",,-106,,,,,"28,062,854,784","25,578,130,518",,,,"8,023,096,153","62,350,969",,"-3,502,249,752",,,"-3,502,249,752","-3,439,898,783","-3,502,249,752",,"162,162,138,362",,,
[024120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,477,344,691",,,,,"122,543,562","46,611,382",,,,,,,,,,,,,,,,,,,,,"2,018,266,507",,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,"33,200,389,603",,,,,,,"336,260,240","529,636,138",,,,"5,495,611,198","664,217,560",,"3,082,435,209",,,"3,082,435,209","3,746,652,769",,,"38,696,000,801",,,
[003550],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"355,393,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"87,626,000,000",,,,,,,,,,,,"1,893",,,,,,"16,941,000,000",,,,,,,"227,200,000,000",,,,,"1,232,325,000,000",,,,,,,,,,,,"443,019,000,000","9,832,000,000","130,035,000,000","340,876,000,000",,"7,910,000,000","332,966,000,000","350,417,000,000","340,585,000,000","291,000,000","1,675,344,000,000","645,549,000,000","489,757,000,000","182,803,000,000"
[001120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,235,425,157",,,,,,,,,,,,,,,,,,,,,,,,,,,"146,356,477,850",,,,,,,,,,,,,,,,"-3,090,926,083",,,,,,,,,,,52,,,"2,584,182,816,459",,52,,,,,,,,,,"175,591,903,007","2,818,938,067",,"8,986,283,857",,"6,992,252,727","1,994,031,130","11,805,221,924",,,"2,759,774,719,466",,,
[051900],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"311,845,360,068",,,,,"16,051,635,389","30,297,169,995",,,,,,,,,,,,,,,,,,,,,"897,385,739,010",,,,,,,,,,,,,,,,"2,360,701,046",,,,,,,,,,,"12,728",,,"755,634,567,518",,"12,740",,,,,"3,095,486,656","6,894,283,793",,,,"1,209,231,099,078","86,693,360,479",,"217,065,963,166",,"3,767,569,928","213,298,393,238","303,759,323,645",,,"1,964,865,666,596",,,
[032640],,,,,"1,330,640,000,000",,,,,,,,,,,,,,,"509,785,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,432,000,000",,,,,"15,076,000,000",,,,,,,,,,,,,,,,,,"252,826,000,000",,,,"2,093,251,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,240,239,"906,117,000,000","10,550,000,000",,,,,,"36,546,000,000","11,830,000,000","261,000,000",,,"2,249,683,000,000","31,531,000,000",,"104,452,000,000",,"-4,000,000","104,456,000,000","136,503,000,000","104,972,000,000","-520,000,000","3,155,800,000,000",,,
[011070],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"186,518,638,755",,,,,"27,228,737,117","50,503,150,560",,,,,,,,,,,,,,,,,,,,,"167,410,891,412",,,,,,,,,,,,,,,,,,,,,,,,,,"73,743,819,279","5,282",,,"2,092,016,689,383",,"5,282",,,,,"21,330,697,902","11,327,379,448",,,,"353,929,530,167","28,249,478,065",,"124,991,428,793",,,"124,991,428,793","153,240,906,858",,,"2,445,946,219,550",,,
[066570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"781,461,000,000",,,,,"407,466,000,000","547,868,000,000",,,,,,,,,,,,,,,,,,,,,"3,326,710,000,000",,,,,"1,367",,,,,,,,,,,"-150,956,000,000",,,,,,,,,,"436,818,000,000",,,,"11,592,474,000,000",,,,,,,"206,105,000,000","150,001,000,000",,,,"4,108,171,000,000","88,299,000,000",,"345,700,000,000",,"101,526,000,000","244,174,000,000","433,999,000,000",,,"15,700,645,000,000",,,
[108670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,887,000,000",,,,,"4,503,000,000","5,995,000,000",,,,,,,,,,,,,,,,,,,,,"164,257,000,000",,,,,,,,,,,,,,,,"2,841,000,000",,,,,,,0,"-491,000,000",,,,"1,255",-50,"599,339,000,000",,,"1,267",-50,,,"12,253,000,000","2,853,000,000",,,,"189,144,000,000","4,310,000,000",,"12,035,000,000",,0,"12,035,000,000","16,836,000,000","12,526,000,000","-491,000,000","788,483,000,000",,,
[051910],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"348,757,000,000",,,,,"135,399,000,000","143,409,000,000",,,,,,,,,,,,,,,,,,,,,"849,516,000,000",,,,,,,,,,,,138,,,,"10,795,000,000",,,,,,,"8,630,000,000","10,795,000,000",,,,,,"5,700,672,000,000",,,,,,,"186,786,000,000","66,510,000,000",,,,"1,198,273,000,000","97,053,000,000",,"137,185,000,000",,"8,630,000,000","128,555,000,000","223,443,000,000",,,"6,898,945,000,000",,,
[104200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"938,928,698",,,,,"-5,533,539","890,898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,308,046",,,,,,,,,,,87,,,,,87,,,,,"-111,321,942","421,563,706",,,,,"380,925,609",,"1,092,772,346",,"-52,072,033","1,144,844,379","1,473,697,955",,,"17,346,893,303",,,
[010060],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-56,405,046,000",,,,,"4,545,060,000","8,405,401,000",,,,,,,,,,,,,,,,,,,,,"54,365,141,000",,,,,,,,,,,,,,,,"2,119,147,000",,,,,,,,,,,"-2,716",,,"672,797,397,000",,"-2,683",,,,,"38,391,658,000","16,980,452,000",,,,"-2,039,905,000","-13,664,431,000",,"-66,917,435,000",,"-2,137,293,000","-64,780,142,000","-79,557,446,000","-65,893,015,000","-1,024,420,000","670,757,492,000",,,
[017670],"111,166,000,000",,,,"1,302,716,000,000",,,,,,,,,,,,,,,"961,910,000,000",,,,,,,"67,084,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183,897,000,000","4,259,123,000,000","302,090,000,000",,,,,,,,,,,"59,661,000,000",,,,,,,,,,"4,561,213,000,000",,,,,,,,,,,,,,,,,,,,,,"16,306,000,000","373,887,000,000",,,,,,,,,,"3,766",,,,,"3,766",,,,"699,387,000,000","106,927,000,000","29,749,000,000",,,,,"74,964,000,000",,"274,425,000,000",,"45,000,000","274,380,000,000","349,389,000,000",,,"4,561,213,000,000",,,
[063440],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"951,397",,,,,"6,167,262","191,416,000",,,,,,,,,,,,,,,,,,,,,"2,354,463,556",,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,"6,459,115,377",,,-2,,,,"55,157,452","89,402,581",,,,"2,355,414,953","-47,811,291",,"-102,240,921",,,"-102,240,921","-150,052,212","-102,240,921",,"8,814,530,330",,,
