code,score_1,score_2,score_3,score_4,score_5
17940,83.82658674,37.93956256,0.578356135,83.71748766,60.27526379
245620,56.17706666,44.66305512,30.54458503,26.83854812,38.58557709
37370,93.547506,81.80015486,47.45389184,60.02950136,37.52289406
278990,14.89467359,42.40774398,39.33525108,47.81757762,6.899222038
79190,55.10524446,17.79723142,76.73643209,49.07276729,48.18043474
365550,47.0473541,20.67846502,56.04608658,73.94787138,76.40215114
50120,15.62971351,7.060893705,20.13870254,22.95799512,79.27440678
383220,62.61063067,28.76013716,15.80490692,38.98090818,17.20741016
7700,3.974064799,12.4900691,52.09688038,19.9012338,40.08893416
214270,43.8538208,24.16494277,32.23649092,84.57330895,85.29598417
130500,43.29258296,47.54520592,39.45148222,48.57415963,35.72515103
114090,47.63549564,76.10614089,92.19519714,11.53510806,6.078730837
900290,9.029712598,30.17829571,55.32736607,61.93626267,89.97576421
78930,72.23088913,96.6246678,31.17804414,68.78262545,33.65251053
83450,65.20757076,36.59151896,49.49734817,42.71710064,67.14664346
6360,18.63840006,0.894799939,21.07267436,84.37240724,8.400089942
1250,80.07287577,96.8599766,94.28250202,76.15908679,3.35738923
7070,75.61267282,59.68092871,9.916505229,70.60659888,96.85587477
78935,96.51203427,58.92028338,23.18214397,92.29156921,42.66601027
45890,96.56500302,42.23031452,50.20137496,7.23970159,0.692740798
297890,84.97081265,38.33407826,20.34473783,20.28359778,97.14846146
78150,12.90632831,87.22091171,85.78514477,64.28589691,16.65615611
12630,8.341409297,81.42726335,67.11839209,83.2192887,81.88772506
39570,29.17658164,40.45305193,26.23659959,27.99472643,8.468962236
89470,3.90485053,15.18631799,7.784864621,53.29720877,58.22778414
294870,73.60443987,37.86899201,24.86062805,81.41715786,50.02234196
195940,80.1407666,34.11379893,32.52195611,23.03532619,47.48641017
11200,62.69884511,62.00669625,46.61785977,3.009325198,75.54317733
36640,76.41937155,36.49215361,67.33961659,49.50565539,25.28252413
82740,50.21876371,49.21957632,0.691208761,70.89614573,35.09925719
335870,57.25323458,79.79908129,23.97532926,35.53811769,69.61026025
351340,92.52743532,36.63031654,69.2178538,82.78272695,28.03177251
351320,56.70335,43.20082121,32.35388828,58.04610061,98.91496528
373200,69.97006341,80.22056152,74.10680509,55.68730856,60.67520474
388790,17.66919184,70.44644388,21.50194785,45.76136175,14.62753796
3560,61.74687085,78.25997205,0.780785755,86.41907706,58.3362989
95340,23.15012931,61.18471113,78.90538578,22.38872576,52.91373212
99520,99.19826615,18.05665069,26.90899068,57.5094117,62.06051487
175330,38.7017048,94.66943897,15.06502019,24.06874913,52.82695465
950170,59.51341088,49.41075473,21.42921651,70.76762473,87.98184726
234080,77.81953545,7.455810931,9.633302784,13.69259629,18.42216201
67290,79.83355704,70.00742469,68.9269352,3.644158203,88.53690115
1060,71.0958599,73.9230393,44.42746458,8.614828024,42.01222917
1067,64.21591932,84.61954058,59.96203311,94.63027312,50.00690027
1065,31.62146615,85.99873429,23.11227192,72.98050494,42.77569148
96760,14.50879855,90.75156985,13.20704972,60.8422817,99.161134
35900,25.08374276,92.20767834,14.94187183,39.90537315,40.00147589
24840,28.55837484,24.34769178,85.80785463,46.63466593,20.4359438
105560,97.5130442,40.03374744,31.9529801,57.96409213,43.69903005
24120,43.26494214,70.4013478,87.73144962,85.14199841,4.781514739
2380,0.757477392,20.05645675,4.889329205,85.71006965,26.83470366
21320,50.04411796,57.33892715,16.25451033,21.69179491,93.88168682
344820,94.1951058,88.80558037,89.12926435,5.5725728,66.52526338
36670,46.33106049,54.60183434,75.07367002,16.65512142,95.74705608
9070,15.82219105,44.43918588,97.40463767,76.7274166,29.05394531
9440,17.12457072,96.74937588,82.07754529,2.237581625,44.92204202
112190,29.78876757,30.40264112,43.1015811,83.33673337,16.81946215
119650,55.64331754,19.48513856,31.48587587,24.61281164,75.16737094
44180,77.59680021,40.8647293,83.52024381,20.02952465,47.29674498
92220,4.438468468,28.59491553,71.65939324,1.195560789,74.68514196
151860,12.06047167,48.6027729,57.10193922,27.65635384,51.28168908
16380,88.94023803,4.773475545,8.024982694,79.54200728,70.23538167
16385,2.748811859,47.98839452,46.40784845,12.13920959,84.14943158
46440,51.05429995,41.52747403,11.22614836,24.54488684,88.2449275
35600,9.584742207,6.667793609,34.44638336,50.04468227,58.63375671
1390,4.334998914,53.26164028,30.35078969,59.61640147,73.40966611
226360,30.61670886,13.46199425,25.48673697,90.36497119,73.20436207
111870,65.64790872,19.9193546,71.99735129,69.94525524,30.86551585
33180,75.07041644,70.70761275,7.3918023,48.18763228,11.1328024
60720,92.77449131,25.2550225,68.98165877,91.92108772,74.68221112
1940,11.00253041,75.99580762,79.50806962,90.84580454,78.2600144
122450,24.36201146,36.33246633,81.91846162,67.1268826,26.57315091
52900,69.28457219,11.36210147,77.96882994,29.87614789,45.06209726
58400,44.72526017,23.92187414,42.9292362,31.37028727,20.47950256
114450,38.14201309,63.5956499,48.44047684,80.21404186,73.87681396
25000,18.43760151,89.03268643,29.03816226,42.74574457,68.33068041
92230,50.81604757,18.45997199,71.42790971,33.31079371,32.43725608
40,73.33276427,7.682332737,16.87725872,14.4094547,10.15493229
44450,49.18631846,31.09163744,49.67661316,84.1603257,58.67250066
30200,90.33714676,78.14740413,29.35133591,1.228585868,35.16822116
33780,52.12443651,39.49793995,56.131739,4.462041745,29.87363414
30210,69.88966548,68.45705391,52.6511394,16.09427972,18.7461975
58850,56.68424841,35.49629879,41.20832039,52.58715147,40.20845483
58860,11.06666691,12.17486936,62.90048318,10.29728199,63.54154849
60370,6.973309877,15.92657177,18.79445973,99.18441842,32.49067487
93050,87.64857391,41.20614516,44.49611235,56.80585902,68.20737796
3550,10.47635949,65.97646289,19.92120461,66.55548339,54.0771772
34220,16.13319104,8.715082296,83.40718699,94.94164545,14.50981912
51900,90.87767538,35.96357265,86.06623021,8.368581633,92.0942326
51905,73.81628151,3.757684461,92.81890396,83.83955608,67.15794266
3555,44.1058529,75.44203742,84.68711519,79.31623957,81.43069905
32640,89.00357924,29.49797666,80.73198025,22.13585355,52.2007667
11070,23.84887848,97.74341367,12.20410024,85.61613893,47.07738811
66570,22.14431362,64.32343625,5.488635457,33.67250588,56.52588184
66575,42.86214507,85.49600232,79.61346699,50.88933569,12.56060974
37560,92.26252194,11.32939062,85.61339002,22.46737596,68.99876483
51910,81.42886913,60.97109296,13.78537112,71.06233226,3.375085503
51915,79.33136851,9.13585505,38.92967365,73.56196869,6.67525903
79550,51.0793708,65.88596997,99.20390592,1.605156046,66.47218797
6260,23.62072073,23.72507979,91.6400638,98.84450291,23.5222304
10120,79.96724204,50.72070616,96.73925052,0.771596725,62.92841512
680,20.87107752,11.16463381,62.80254693,61.44284324,52.38227132
229640,35.45136724,82.18607491,69.57778008,8.380141625,3.216097783
108320,48.62863373,13.79556858,18.75563521,14.78120892,29.75841097
1120,34.06440829,96.1394124,0.021951885,39.12394142,23.52488109
108670,14.36393646,56.36783359,74.02018558,65.1138003,61.6264156
108675,94.78051557,24.58015805,9.195197871,9.425545364,81.24223119
383800,45.91918164,11.00523402,74.32967147,57.630172,94.78001883
38380K,81.36407196,94.40029462,53.02890912,5.736028739,88.22016376
23150,56.07694723,8.055934822,49.22603997,35.14613901,26.45706055
35420,36.49181869,40.3909766,47.7583747,5.404659802,58.80553606
160550,73.3419647,36.55134514,74.36105878,81.61579585,45.96876087
53290,16.44501117,19.40566722,81.01260909,1.991558275,92.4021736
181710,99.73625944,58.30908894,76.47091399,90.47302651,83.32591919
104200,80.91063425,6.473721066,82.8207316,10.67139155,18.50396422
60250,40.03686209,2.843045892,4.566847405,4.268904954,84.53789859
5940,43.21011051,46.67470702,94.81584302,58.56400188,40.4846707
5945,67.95119861,6.334497909,41.51194586,86.63011753,77.15531046
338100,70.01727107,49.32695313,92.71343947,38.79110935,52.50574149
34310,2.595441233,30.19277267,38.58835149,55.83154058,51.74696118
30190,53.18589927,61.25330476,41.3458385,33.03049527,62.29702733
8260,11.89995543,39.61651747,29.73608972,7.73265679,84.15510637
4250,97.68912092,57.45844534,73.52732526,5.352444923,27.02148594
4255,16.75949336,4.21424587,46.88372645,84.89863772,82.3501144
10060,56.88164272,87.18655077,21.18765754,94.31657283,33.14657446
78590,88.30830841,29.17532857,49.4757816,84.62972637,27.71451546
178920,8.792754079,6.560743524,33.87039214,44.09931719,72.93522829
24940,80.75289434,59.35189202,5.846988858,16.8987234,56.71043889
5490,93.97728924,60.76908889,54.95271362,27.75945422,81.0572563
218410,63.92853054,97.35437218,75.38852198,11.24505954,36.22579607
327260,4.084884525,45.12830374,4.192746128,59.28034038,24.10481543
91340,6.170644441,8.869153191,16.19942594,27.41735891,43.9345182
10950,67.17493574,3.114793018,98.95070736,29.75621419,42.43176978
10955,66.61176075,90.97333473,83.59771982,44.24316459,84.26308773
19550,52.75119008,2.0719411,38.12328558,18.98753722,82.51512952
950110,31.08712985,21.09612426,79.42819648,71.25560637,32.42923011
34120,13.07653769,72.8169511,90.43680536,62.94412335,14.11877412
101060,73.62149977,55.55819987,10.42233307,96.79301469,39.11392049
46140,45.64767087,23.80856378,57.9520413,99.80552072,84.75210434
36120,87.94258393,53.27660349,67.75421567,10.88554805,94.72472568
99220,15.47109378,77.97564736,63.82016823,56.88520584,1.815672502
36540,27.79398289,67.12151871,49.28910168,99.85412504,0.66962749
255220,43.55296339,20.23782339,18.27728662,90.99065802,2.589161545
40610,95.12485882,49.95543948,99.22983513,91.13508973,85.62263397
49470,46.44189182,46.36489938,56.77821996,38.36935277,71.36133591
184230,64.55067265,49.13991641,78.95531927,78.18808548,44.99825982
5090,6.084387246,88.57254645,67.71405714,5.226952622,10.60894591
16250,82.61890808,1.023412358,38.25884553,89.8528321,38.64763568
1380,33.16192615,72.31749794,57.1606948,9.951375778,8.429173642
4060,73.37740572,99.33748258,38.2490008,76.11893403,23.85714464
1770,15.37115412,89.84336308,32.06090763,22.93310771,12.09150719
2360,73.04392858,26.22259734,42.85570904,23.28957018,85.74095065
9160,62.63043985,75.74946186,62.0747405,37.6446986,52.13324955
123700,44.00639201,41.36757647,54.6225914,60.18960676,85.87099215
25530,74.29583657,64.16998406,93.68151377,68.52349748,20.32492173
34730,55.07659686,55.17003071,31.3105473,23.399696,79.86521149
337450,30.576,39.36382881,46.11500782,6.197249659,22.92628002
340350,6.246249208,52.74846658,33.25025522,48.08329237,87.09409992
11790,42.79324367,34.47993039,17.34990901,18.12034542,97.85765824
18670,2.693288311,29.66517997,53.46215933,10.93984732,95.92744369
1740,73.25370322,11.29439809,63.92824589,0.044471838,40.20535104
1745,42.92895872,92.89813816,82.8148721,43.00670276,66.84777268
6120,44.25475025,21.27453801,99.07058927,45.13342642,59.61483162
6125,10.2053602,82.06813484,65.1866488,69.27399675,41.46044902
210980,55.74097641,43.33381909,3.252525631,11.26032016,16.75384196
68400,19.48137201,86.22814355,69.19773165,28.35234122,59.14504021
395400,45.94945207,59.27647906,67.86397837,33.01721232,74.21599959
36490,74.44133828,5.473612133,78.63439328,36.11030518,1.703014348
302440,17.14950284,59.76208628,11.11110524,59.23256136,77.03599752
326030,90.13518684,8.76332342,82.77409411,46.82028139,2.059908811
361610,84.76087825,74.6036304,76.83220063,91.72335759,36.81310073
03473K,92.95393614,9.863255292,91.71801279,20.80804901,60.82086289
96770,81.763335,80.08519189,7.278011335,65.94282005,86.58775326
96775,68.81631821,60.04313507,52.59868535,89.72179359,79.35550797
1510,53.88274379,62.78979007,62.17306643,54.89076539,84.02726483
1515,62.85596232,10.63110419,56.05043265,27.96487489,60.06136694
285130,9.967044018,46.16770543,2.795332689,53.74977131,76.83237972
28513K,31.59014163,8.849009651,65.49427016,54.26127769,8.713163673
17670,76.5417498,9.390860001,76.61822803,11.93649414,59.13656434
660,56.2457975,78.15303711,2.150745082,79.23498156,34.66200082
48550,48.06927364,31.64265995,15.91753994,2.092903347,93.33683181
63440,74.12137733,56.69687143,1.102689088,22.13174019,71.6740869
950180,23.73914451,21.9269331,28.03718032,1.507367273,69.28732617
64960,24.59580068,20.76085133,19.09253728,31.12273893,97.29970534
100840,74.62036164,84.44090818,68.37209159,66.78990069,83.98065061
3570,37.37683029,20.86246153,50.02761647,90.59578033,64.65593983
36530,24.55630444,45.71822449,96.81540578,50.38297881,58.90403404
5610,58.74774724,46.6827851,87.34839328,64.06412433,50.53224844
11810,81.5067577,83.12827357,13.43991912,51.96489354,37.094585
77970,9.836961968,5.625569421,35.73751912,60.85143515,30.2327428
71970,18.64644682,45.43578109,47.862405,30.89658809,31.72908719
2820,55.05157784,67.32328116,44.61827735,83.89761467,80.28240271
289080,49.76522351,27.36530689,22.80664108,39.9381585,43.19155692
84870,3.824228177,42.22044351,80.56413677,21.90113397,33.2709455
2710,1.001067935,92.92007605,10.68123797,14.67456698,7.660458748
89230,89.22867907,67.06684429,42.35655848,39.54655375,89.84587605
161570,53.30790816,6.149998106,11.21698662,95.08296069,87.70887882
192410,27.23127625,77.6184365,56.08084455,84.83726778,88.02631133
32540,84.18078532,0.66368624,58.57145267,9.300794154,98.3496013
48770,97.96375638,95.27029264,3.935108458,87.88694462,64.9238119
246690,46.51197691,59.23303817,96.65026916,96.66308814,59.88942175
317240,10.15304538,91.66737667,17.38418211,78.09619342,12.8931047
2900,47.34645498,38.75883669,73.02515158,58.68279296,80.92531202
38340,69.23061668,53.31868119,62.35595975,6.022606695,6.762128872
73570,61.36134302,99.56994259,23.30474018,75.2905069,55.03106934
24070,99.49775359,99.39794668,36.50061637,89.07027082,49.10741895
57030,9.510655207,42.23130147,22.01548921,40.06833645,32.24813416
37270,39.55476144,7.207098747,26.77020936,28.81219646,41.07961164
40300,80.27477169,26.69168756,84.1854793,33.3306847,59.95520816
51390,38.28076779,63.52513561,88.15938109,82.76610198,25.7727376
52220,84.60453486,67.5345209,73.157578,59.30553635,87.34335427
79940,22.94251351,0.75266191,32.71815915,88.00194937,76.2138152
78890,92.41540524,84.37406137,12.0541413,61.75009331,15.04202092
500,33.13777275,31.61817494,20.4810088,52.83210581,62.02089653
36620,50.04037858,89.44318473,46.11164882,6.851074498,22.93605144
860,78.21624015,83.27845914,21.3263943,58.13260619,83.25273205
217730,76.0368716,72.97758213,98.42132246,91.77146943,95.18952506
114190,69.58536322,58.23004809,59.33395554,76.02013314,61.73339847
35250,25.06217913,12.74661621,21.59968267,24.64930276,48.48304103
94480,78.68191846,48.7773719,70.91663964,63.17930311,83.52702133
11420,68.13361054,93.69555011,48.75569899,86.62326696,15.71116056
63080,89.77212218,76.37183637,68.27008857,46.52705975,27.59413422
39240,53.66671237,49.28717028,98.98397515,58.98442304,74.39946292
53950,82.27486586,43.06770045,38.80342332,54.56131043,62.09630373
223310,14.11760325,36.82893667,14.23319081,15.48908655,4.00124302
2100,96.94740867,57.95082396,47.26369009,15.77279653,14.90264182
9450,85.41900196,63.26485152,0.256014304,56.1703213,65.50261477
267290,58.43672239,16.80511508,56.35645584,73.17544027,80.42340262
12320,98.55130827,42.25326811,35.10172317,68.18549498,97.55033465
11040,92.65627811,74.74416024,19.85940717,8.864427361,16.55656243
50,30.79400197,1.062487818,20.45613815,27.7769252,72.24158188
214390,40.97208979,87.6357463,46.4569257,84.22091577,68.43480666
12610,47.59561947,22.81000805,51.99446801,4.913783359,29.59661093
9140,62.33549439,59.3137874,72.29241579,17.32143085,65.5653452
24910,73.6215854,97.5093718,62.73801298,73.46760324,25.10524514
13580,63.5934283,5.333211006,64.35396268,38.85164937,13.19464506
12200,29.39348241,5.441433439,18.76332713,16.06797778,51.60720204
12205,40.67203579,90.22639107,63.67493381,51.01266034,16.4734629
2140,13.70272794,19.13455189,99.11465099,38.96455037,26.55655133
198440,34.89959521,60.43901698,90.32310624,3.613864086,80.4919975
49720,15.89590336,77.22750151,73.85443283,33.95844293,73.9494042
10130,92.11685545,10.48827402,36.62294247,8.591128587,75.634635
2240,63.98074628,21.86873347,43.68140558,43.48771303,14.64481978
14570,38.32421912,2.281433202,99.27952432,94.97951789,83.31371276
348150,64.92291144,89.07275833,70.04584669,81.82858814,82.85377902
98460,40.51965862,91.13230554,15.30587711,54.3479021,56.45417605
35290,39.50669914,52.40442652,49.0060262,81.1946227,19.13049623
38530,29.59486281,84.24966773,53.52396571,45.32090311,43.38501193
900280,96.77234662,45.35518856,91.48418988,67.84197705,80.07802776
215000,89.57271319,25.62414558,4.347388858,77.70572541,67.82686849
121440,12.96425969,24.06873377,80.21117789,44.85576361,20.21642443
183410,11.79598086,2.664251719,73.15257604,80.66082503,9.525450033
76340,8.985283064,48.39214301,32.71864155,1.787328952,45.37308354
9290,88.58364539,41.68196499,72.19542367,66.68348695,88.77032366
14200,47.90963879,58.67653022,14.04935794,68.14183398,19.55603601
17040,78.58609379,84.31554693,39.10366041,65.26720953,13.37518474
17900,77.71033461,86.49982551,7.92957531,41.23572576,32.00749729
37710,33.76916556,2.482614599,84.80133709,83.31981514,91.16141628
26910,67.58734217,7.183087816,38.6557475,79.10372971,94.02664626
90150,2.153272636,36.93074245,22.21705558,0.733881332,61.77269374
355150,1.387677236,45.13404486,3.261290478,91.13195554,62.3476915
331520,38.69470133,53.52840226,87.6392675,67.6714033,38.45837511
30610,51.30010998,77.5914263,78.86246962,9.186712309,11.08046457
339770,42.29778257,60.51262102,37.17439199,40.88979032,50.37679255
53270,55.25955109,52.12004951,33.86246004,17.5815305,20.28497832
7690,56.54706072,11.5598322,70.06246274,43.23871943,9.556566946
5320,23.83439906,35.81283314,48.46876834,92.08982151,76.52211385
1140,75.54924439,72.06709849,62.05062118,63.81950444,26.80102655
66620,1.683303672,51.8975213,14.76884303,77.4067027,97.18115475
43650,82.63870446,88.92116506,15.11448272,22.52530216,64.444082
6050,50.22576297,48.30839464,24.40760056,15.36033968,3.83893187
60480,52.89105669,46.5465696,40.11013045,86.82305882,57.9136565
78130,35.76984132,73.74390306,12.41589351,13.33775613,7.680097302
307750,82.96378434,57.07886339,85.42946736,75.07895623,30.6913497
2720,65.59508068,96.91723974,38.62736011,17.33936069,30.81771536
243870,25.01956899,49.63724592,9.093724319,23.0965293,78.15050247
204020,47.55462562,4.302099124,4.793640107,29.95828485,99.12163547
83420,68.27125544,36.5256223,28.22618424,25.27401333,23.867667
186230,82.37935675,80.53536971,46.46374955,99.77454992,24.42032727
14530,27.65624651,32.851045,96.39708276,89.11075969,28.07359543
900070,31.58224744,28.26615926,50.44532554,27.58995846,48.47257713
204620,3.847976334,58.21763163,81.89587065,75.29276399,2.399701407
19660,68.99960638,63.78869392,31.59133205,32.30355722,49.81942247
14280,68.41981699,77.39640972,40.42101795,89.308542,35.75820981
14285,76.26716045,36.63058566,1.139577097,57.28994299,24.80318923
53260,63.49727431,60.20842331,59.29496204,9.260543199,12.2734257
8870,83.80331005,80.66113078,41.64417595,33.74313514,16.31216962
1570,52.04568835,55.73353233,24.39320992,95.17909402,38.85326882
2990,88.85062771,73.7809317,81.51822949,80.79074134,49.85998407
2995,50.82854496,33.77435246,13.78982623,13.74489137,86.8166115
11780,4.585697336,1.383301392,61.51037987,43.47443128,65.36278906
11785,60.88256571,68.77416023,3.289023176,66.43395149,75.72005319
214330,56.19905223,40.46333596,93.22756197,93.46337639,51.27384008
1210,48.1544574,16.46872251,53.95081375,54.9010311,42.41745268
73240,39.09568511,37.6875687,65.55676001,86.32394464,32.91433909
36190,44.39124717,41.91546325,88.49230118,79.18515791,48.77436417
49080,73.0466994,39.95726788,86.42915742,31.8490805,93.2596084
35460,19.8868105,51.86578574,52.58040056,33.31401015,83.70920992
92440,82.18479121,0.033132969,82.81372038,28.40519079,45.91030912
270,69.28007018,71.99700957,45.37988724,27.46936635,52.80222623
24110,64.72806521,87.95447249,80.99422135,55.84310486,21.44606285
13700,97.51598847,87.20487796,26.90140781,10.43055605,15.27797016
308100,94.92201072,91.882647,73.29209663,37.59074873,7.779012405
4540,13.78524312,16.40115729,8.424973741,13.41930243,82.93845572
4545,8.058197208,41.9688137,79.62278707,5.845892892,12.59705003
187790,47.1107786,82.03214494,72.9520191,96.76289959,10.36913955
286750,50.6978257,63.81762638,51.73447835,97.02231265,85.40644845
151910,96.55039116,0.459887633,98.74021086,54.41233341,71.26036301
121600,71.96429861,8.353885431,36.77438345,38.20477387,15.60378672
247660,42.10830372,49.49435437,97.58612779,68.13944151,6.470590803
39860,45.97952651,11.86295981,48.11170214,64.02622864,20.83838714
91970,27.40230334,17.20339717,80.94582919,2.267133544,57.94658405
244880,43.020917,97.70001008,88.8181389,66.39301204,18.79225729
288490,43.07765654,99.44641819,25.70680349,43.23237883,54.52432616
51490,64.58506197,58.13038179,11.63801856,37.89454481,54.64659837
190510,24.81021582,80.51282705,11.13151702,31.29368447,62.74138117
242040,14.82064554,72.03755506,94.8729195,57.3665939,9.657698933
89600,58.89469052,5.448728882,81.1051287,22.77361697,9.266910984
293580,86.50700147,42.06947106,96.70198048,45.14433657,63.00139587
257990,10.77083035,12.35910392,32.14597482,2.674027525,77.64591719
138610,83.78605006,85.89548382,33.7988532,71.56666477,30.30046837
130580,48.76800452,58.19869679,28.61709273,10.38532678,41.2822953
36800,41.19114923,75.62795753,77.09709865,25.71911584,51.27011573
267320,92.20205636,57.36057683,37.35982924,91.27168297,10.34306427
1260,74.39153719,1.314413677,78.81972042,34.56095857,29.95543953
8350,75.35063567,87.52858344,73.88645649,21.93328013,19.10806644
8355,69.74205559,39.89237167,13.22799823,91.72567039,89.58197456
4270,25.94244744,94.79333077,69.94489808,52.28585486,35.9814406
3920,43.57735894,23.05701209,94.90394926,27.81243748,90.9098116
3925,9.43345405,93.65686714,72.21729587,51.80859974,99.57879917
25860,45.57118247,80.5650759,24.49228696,53.35025536,87.84294791
111710,59.19629966,19.80629964,8.299211383,26.00041766,15.96166818
91590,12.5775417,26.50867865,61.70345643,92.33897607,72.9252778
168330,53.23302984,98.9336134,12.74493531,66.31894985,5.0631558
94860,61.69678484,40.5216864,74.66775135,82.33268684,23.8528319
253590,44.28923542,51.42576366,74.2707568,67.76589171,13.81527709
212560,62.3216672,97.45851471,50.18419389,2.377792323,55.62922903
95660,80.00067523,42.76073444,20.87535928,20.22096863,92.09637973
42420,64.82021337,14.39101316,23.09869563,91.89935067,98.09140662
950220,93.05588946,88.42206837,63.3321359,15.9848909,41.45652628
311390,20.81134311,56.20025172,23.4918579,94.27255524,71.05659339
85910,97.023571,68.43564319,62.34013887,13.686767,80.94153869
92730,27.00423019,40.08623318,78.47504746,33.26285039,75.20157619
290660,9.481137627,6.320493406,43.27050552,48.17402315,47.55726438
306620,70.53085891,3.179511611,18.0614455,61.62107378,5.735906272
153460,23.0574361,52.65234186,50.29941514,50.33396127,46.35582055
7390,93.19930515,40.11078685,86.08252089,80.42020274,11.17664941
86220,38.05435561,73.5127988,4.709613612,38.38442657,57.22223217
33640,63.27002761,91.66802447,64.967438,69.79191684,14.58244889
330860,87.48096182,14.324956,86.17589403,94.6308021,55.2289005
5720,21.30083603,23.76997007,13.14127937,59.06968483,30.70601367
5725,13.64754695,21.91980987,96.53307741,92.20057348,24.97747871
2350,11.03089509,84.70515917,71.19257647,89.33102408,77.90260291
2355,67.43828598,82.13437495,92.64357452,12.94576688,57.33008249
89140,29.61218986,11.66280834,73.40574302,5.115580311,1.353474078
65170,27.75120883,5.353778564,34.14145087,44.50798009,22.57403386
3580,90.39043965,83.95131351,50.56599123,47.26527598,68.97186885
137940,4.357684681,76.95289083,94.61941987,94.42107672,84.18746856
348210,14.35533362,50.26268898,64.15174188,81.56392927,91.26488485
41140,90.26719393,27.13082595,82.76320592,85.3300173,78.32811098
217270,61.97248498,73.1044169,89.8570345,50.0445064,45.42973305
225570,5.916588183,12.18704248,19.90979829,55.42878827,65.66675483
251270,48.98840979,71.7592749,27.93617372,34.08289943,40.63844722
317860,37.29373817,40.8563707,45.5661192,34.65642327,31.56839163
104620,47.95257498,22.84208679,61.72465157,51.50837581,49.23194317
90350,96.27081081,88.29174589,99.59019706,67.28877565,77.93670649
90355,14.31284748,80.866692,14.74630987,27.75731543,26.22706675
320,10.80401979,14.33466572,6.163539718,31.77942543,10.21972233
325,68.68631224,45.61384918,7.146823113,1.190099296,6.704060257
194700,86.9887823,58.26307305,23.91876451,88.01352492,50.513786
285490,13.120974,73.45763922,67.27974009,47.79534911,95.85598126
229500,40.45141523,11.71388887,44.63114103,29.41957384,44.06290504
278650,20.00536021,20.12811906,62.40736313,13.7947681,94.75926839
6280,64.49495103,0.399972704,0.250246059,8.561884694,62.71377331
144510,19.28111722,90.42445606,76.30147228,18.74768584,12.42730138
