,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExpensesOfProvisionsForRestoration,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfHeldForTradingFinancialAssets,dart_GainsOnDisposalsOfIntangibleAssets,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnTransactionOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAsset,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfForeignExchangeForwardFinancialIncome,dart_GainsOnValuationOfHeldForTradingFinancialAssets,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnIntangibleAssets,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalOfHeldForTradingFinancialAssets,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnTransactionOfForeignExchangeForwardFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAsset,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_LossesOnValuationOfFairValueFinancialLiabilities,dart_LossesOnValuationOfHeldForTradingFinancialAssets,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_SalariesWages,dart_SalesPromotionExpenses,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WarrantyExpenses,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLossBeforeTax,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs-full_ProfitLoss,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-880,116,035",,,,,"104,925,460","115,325,477",,,,,,,,,,,,,,,,,,,,,"8,410,882,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,640,595,735",,,,,,"12,990,630,057","16,394,896,131","7,530,766,046","315,839,043",,,,"2,197,910,979","2,513,750,022","2,197,910,979",,"108,171,361,781",,,,,
[024120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,531,730,433",,,,,"919,412,317","11,973,257",,,,,,,,,,,,,,,,,,,,,"2,166,939,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,"31,872,157,615",,,,,,"408,660,764","1,698,879,612","5,698,669,535","1,014,133,334",,,,"4,715,255,007","5,729,388,341",,,"37,570,827,150",,,,,
[083470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,795,175","23,022,018",,,,,,,,,,,,"473,060,952","360,622,498",,,,,,,,,,"79,680,880","133,377,256",,,,,,,,,,,,,,"-843,087,764",,,,,"18,590,035","7,009",,,,,,,,,,,,,,,,,,,,,"1,592,271,961",,,,,,,,,,,,,"1,096,839,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,,,"7,240,438,744",-45,,,,,"686,119,088","550,439,691","1,846,023,708",,,,,"-960,184,135","-960,184,135",,,"9,086,462,452",,,,,
[036030],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,825,667",,,,,"27,046,632","187,024,792",,,,,,,,,,,,,,,,,,,,,"2,649,140,878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,"58,889,441,425",,,,,,"25,317,476","629,278,886","3,049,966,545","-323,446,504",,"-1,704,954",,"1,166,550,467","843,103,963",,,"61,939,407,970",,,,,
[058860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,602,318,114",,,,,"180,434,010","156,194,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,"103,049,749,405",146,,,,,683,"204,034,209",,"1,566,785,150",,"291,159,943",,"4,947,055,189","7,121,750,683","5,554,965,533","-607,910,344","109,652,067,519",,,,,
[060370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-627,414,312",,,,,"33,896,623","275,601,676",,,,,,,,,,,,,,,,,,,,,"1,080,762,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37,,,"12,649,504,512",,,,,,"238,511,201","167,394,534","453,347,941","-183,516,218",,,,"-756,719,814","-940,236,032",,,"13,102,852,453",,,,,
[003550],,,,,,,,,,,,,,,,,,,"4,925,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,720,000,000",,,,"47,937,000,000","413,611,000,000",,,,,,,,"11,292,000,000",,,,,,,,"29,437,000,000",,,,,,,,,,,,,,,,,,,,"2,390",,,,"30,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,110,000,000",,,,"411,453,000,000","452,563,000,000",,,"461,548,000,000",,"367,556,000,000",,"64,555,000,000",
[001120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,826,176,873",,,,,,,,,,,,,,,,,,,,,,,,,,,"34,351,326,097",,,,,,,,,"-2,243",,,,"-206,781,283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"668,478,755,015",,,,,,,,"43,177,502,970","134,499,648,835",,,,"-86,709,304,164","47,790,344,671",,,"711,656,257,985",,,,,
[051900],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"208,298,607,107",,,,,"3,275,166,218","13,788,933,262",,,,,,,,,,,,,,,,,,,,,"403,638,925,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,475",,,"411,203,880,412","13,525",,,,,"1,453,130,386","93,343,971,262","611,937,532,530","63,790,219,712",,,,"225,885,461,227","289,675,680,939",,,"1,023,141,412,942",,,,,
[032640],,,,"1,447,348,000,000",,,,,,,,,,,,,,,"414,875,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190,275,000,000",,,,,,,,,,,,,,,,,,,,,,"179,404,000,000",,,,,"2,041,627,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,"742,262,000,000",,,,,,"40,757,000,000","8,391,000,000","2,231,902,000,000","46,372,000,000","9,536,000,000","16,528,000,000",,"118,529,000,000","164,901,000,000",,,"2,974,164,000,000",,,,,
[011070],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,535,254,904",,,,,"24,960,496,863","28,626,697,444",,,,,,,,,,,,,,,,,,,,,"124,551,997,354",,,,,,,,,,,,,,,,,,,,,,"76,290,221,870",,,,,,,,,,,,,,,,,,,-12,,,"1,456,744,367,663",-12,,,,,"12,221,199,444","3,542,989,831","134,087,252,258","-2,521,229,351",,,,"-287,925,939","-2,809,155,290",,,"1,590,831,619,921",,,,,
[066570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441,104,000,000",,,,,"208,051,000,000","138,404,000,000",,,,,,,,,,,,,,,,,,,,,"1,315,573,000,000",,,,,,"1,803",,,,,,,,,,,,,,,,"113,475,000,000",,,,,,,,,,,,,,,,,,,,,,"5,911,404,000,000",,,,,,"114,726,000,000","60,240,000,000","1,756,677,000,000","133,616,000,000",,,,"322,649,000,000","456,265,000,000",,,"7,668,081,000,000",,,,,
[108670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,652,000,000",,,,,"701,000,000","6,611,000,000",,,,,,,,,,,,,,,,,,,,,"125,191,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,-99,"529,276,000,000",,380,-99,,,"5,454,000,000","896,000,000","138,843,000,000","-494,000,000",,,,"2,690,000,000","3,184,000,000","3,678,000,000","-988,000,000","668,119,000,000",,,,,
